"!Susie (http://www.sync2it.com/susie)","CR","Sync2It bookmark management & clustering engine","","http://www.sync2it.com",""
"Agent-SharewarePlazaFileCheckBot/2.0+(+http://www.SharewarePlaza.com)","R","SharewarePlaza link checking","","http://www.sharewareplaza.com",""
"AgentName/0.1 libwww-perl/5.48","R","Linkomatic submission verifier","","http://www.linkomatic.com/",""
"AIBOT/2.1 By +(www.21seek.com A Real artificial intelligence search engine China)","R","21seek.com (China) robot (218.17.90.xxx)","","http://www.21seek.com",""
"AideRSS/1.0 (aiderss.com)","C","AideRss - Postrank RSS and Blog filtering","72.44.35.2xx","http://www.aiderss.com/",""
"aipbot/1.0 (aipbot; http://www.aipbot.com; aipbot@aipbot.com)","R","Nameprotect copyright search robot (24.177.134.x)","s. also - np/0.1_(np;_http://www.nameprotect.com... - abot/0.1 (abot; http://www.abot.com...","http://www.nameprotect.com/",""
"aipbot/2-beta (aipbot dev; http://aipbot.com; aipbot@aipbot.com)","R","Nameprotect copyright search robot (24.177.134.x)","s. also - np/0.1_(np;_http://www.nameprotect.com... - abot/0.1 (abot; http://www.abot.com...","http://www.nameprotect.com/",""
"Akregator/1.2.9; librss/remnants","B","Akregator news feed reader for KDE","","http://akregator.kde.org/",""
"Aladin/3.324","R","Aladin robot","","http://www.aladin.de",""
"Alcatel-BG3/1.0 UP.Browser/5.0.3.1.2","B","Phone.com UP.Browser for mobiles on Alcatel cellphone","","http://www.openwave.com",""
"Aleksika Spider/1.0 (+http://www.aleksika.com/)","R","Aleksika Danmark - Search engine optimization spider","","http://www.aleksika.com",""
"AlertInfo 2.0 (Powered by Newsbrain)","B","Alertinfo - French version of Feedreader 3.xx ","","http://www.feedreader.com/","http://www.geste.fr/alertinfo/home.html"
"AlkalineBOT/1.3","R","Vestris robot","","http://alkaline.vestris.com/",""
"AlkalineBOT/1.4 (1.4.0326.0 RTM)","R","Vestris robot","","http://alkaline.vestris.com/",""
"Allesklar/0.1 libwww-perl/5.46","R","Allesklar.de robot","","http://www.allesklar.de",""
"Alligator 1.31 (www.nearsoftware.com)","D","Alligator download manager","","http://www.nearsoftware.com",""
"Allrati/1.1 (+)","R","Unknown robot from Allrati.com","67.205.96.xxx/67.205.104.xx","http://www.allrati.com/",""
"AltaVista Intranet V2.0 AVS EVAL search@freeit.com","R","Altavista robot","","http://www.altavista.com",""
"AltaVista Intranet V2.0 Compaq Altavista Eval sveand@altavista.net","R","Altavista robot","","http://www.altavista.com",""
"AltaVista Intranet V2.0 evreka.com crawler@evreka.com","R","Altavista robot","","http://www.altavista.com",""
"AltaVista V2.0B crawler@evreka.com","R","Altavista robot","","http://www.altavista.com",""
"amaya/x.xx libwww/x.x.x","B","Amaya - W3C's Editor/Browser","","http://www.w3.org/Amaya/",""
"AmfibiBOT","R","Amfibi Search robot","64.111.217.9x","http://www.amfibi.com/",""
"Amfibibot/0.06 (Amfibi Web Search; http://www.amfibi.com; agent@amfibi.com)","R","Amfibi Search robot","64.111.217.9x","http://www.amfibi.com/",""
"Amfibibot/0.07 (Amfibi Robot; http://www.amfibi.com; agent@amfibi.com)","R","Amfibi Search robot","64.111.217.9x","http://www.amfibi.com/",""
"amibot","R","amibot - Amidalla search engine robot (62.241.33.xx)","s. also libwww-perl/5.65","http://www.amidalla.com/",""
"Amiga-AWeb/3.4.167SE","B","AWeb Amiga browser","","http://www.amitrix.com/aweb.html",""
"AmigaVoyager/3.4.4 (MorphOS/PPC native)","B","Voyager - Amiga browser","","http://www.vapor.com/voyager/",""
"AmiTCP Miami (AmigaOS 2.04)","U","Amiga Miami TCP Stack","","http://home.ptd.net/~strdustr/amirc/Netware.html",""
"Amoi 8512/R21.0 NF-Browser/3.3","B","NF embedded browser on Amois Skypephone","","http://3skypephone.com/",""
"amzn_assoc","C","Amazon.com robot for checking their affiliate sites","s. also aranhabot","",""
"AnnoMille spider 0.1 alpha - http://www.annomille.it","R","Annomille Italian historical oriented robot","","http://www.annomille.it",""
"annotate_google; http://ponderer.org/download/annotate_google.user.js","B","annotate Google - Firefox extension for annotating Google search results","","http://ponderer.org/annotate_google",""
"Anonymized by ProxyOS: http://www.megaproxy.com","P","Megaproxy user","","http://www.megaproxy.com",""
"Anonymizer/1.1","U","faked user agent","","",""
"AnswerBus (http://www.answerbus.com/)","R","AnswerBus natural language search using COLLATE technology","","http://www.answerbus.com","http://collate.dfki.de/kurzdarstellung.html"
"AnswerChase PROve x.0","U","AnswerChase search tool","","http://www.answerchase.com",""
"AnswerChase x.0","U","AnswerChase search tool","","http://www.answerchase.com",""
"ANTFresco/x.xx","B","ANT Fresco Browser","s. also Mozilla/x.xx (compatible; ANTFresco....)","http://www.antlimited.com/products/fresco.htm",""
"antibot-V1.1.5/i586-linux-2.2","R","Antibot (discontinued) robot","","http://www.antidot.net",""
"AnzwersCrawl/2.0 (anzwerscrawl@anzwers.com.au;Engine)","R","Anzwers (Yahoo) Australia robot","","http://au.anzwers.yahoo.com/",""
"Apexoo Spider 1.x","R","Apexoo Search spider","216.240.143.xx","http://www.apexoo.com/",""
"Aplix HTTP/1.0.1","B","JavaOS app. for SEGA Saturn Internet and Sanyo Internet-TV","","",""
"Aplix_SANYO_browser/1.x (Japanese)","B","JavaOS app. for Sanyo Internet-TV","","",""
"Aplix_SEGASATURN_browser/1.x (Japanese)","B","JavaOS app. for SEGA Saturn Internet","","",""
"Aport","R","Aport robot","","http://www.aport.ru",""
"appie 1.1 (www.walhello.com)","R","Walhello Internet Search robot","","http://www.walhello.com",""
"Apple iPhone v1.1.4 CoreMedia v1.0.0.4A102","B","CoreMedia player on Apple iPhone","","http://www.apple.com/iphone/",""
"Apple-PubSub/65.1.1","B","PubSub - Mac OS X utility for managing RSS/Atom subscriptions via the PubSub framework","","http://developer.apple.com/documentation/Darwin/Reference/ManPages/man1/pubsub.1.html",""
"ArabyBot (compatible; Mozilla/5.0; GoogleBot; FAST Crawler 6.4; http://www.araby.com;)","R","Araby search - Arabia","209.85.31.2xx","http://www.araby.com/",""
"ArachBot","R","Covac Arachnid Web Crawler","s.also Covac TexAs Arachbot","http://www.covac-software.com/",""
"Arachnoidea (arachnoidea@euroseek.com)","R","Euroseek spider","","http://www.euroseek.com",""
"aranhabot","C","Amazon.com robot for checking their affiliate sites","s. also amzn_assoc","",""
"ArchitextSpider","R","Excite spider","","http://www.excite.com",""
"archive.org_bot","R","Heritrix - The Internet Archive's open-source crawler (207.241.225.2xx)","s.also - InternetArchive/0.8-dev - Mozilla/5.0 (compatible;archive.org_bot/...","http://www.archive.org/",""
"Argus/1.1 (Nutch; http://www.simpy.com/bot.html; feedback at simpy dot com)","C","Simpy Bookmarklet crawler (69.55.233.xx)","s. also Simpy","http://www.simpy.com/",""
"Arikus_Spider","R","Arikus inContext search engine software","","http://www.arikus.com/inContext-enterprise.html",""
"Arquivo-web-crawler  (compatible; heritrix/1.12.1 +http://arquivo-web.fccn.pt)","R","Tomba project: the Portuguese web archive","193.136.192.xx","http://arquivo-web.fccn.pt/","http://arquivo-web.fccn.pt/crawler?set_language=en"
"ASAHA Search Engine Turkey V.001 (http://www.asaha.com/)","R","Asaha search robot (Turkey)","62.68.194.2xx","http://www.asaha.com/",""
"Asahina-Antenna/1.x","R","ASAHINA Antenna information detecting agent","","http://masshy.fastwave.gr.jp/hina/release/",""
"Asahina-Antenna/1.x (libhina.pl/x.x ; libtime.pl/x.x)","R","ASAHINA Antenna information detecting agent","","http://masshy.fastwave.gr.jp/hina/release/",""
"ask.24x.info","R","Ask 24x Info robot","","http://ask.24x.info/",""
"AskAboutOil/0.06-rcp (Nutch; http://www.nutch.org/docs/en/bot.html; nutch-agent@askaboutoil.com)","R","Ask About Oil - Petroleum related search (24.227.212.xxx) using Nutch","","http://askaboutoil.com/search.jsp","http://www.nutch.org"
"asked/Nutch-0.8 (web crawler; http://asked.jp; epicurus at gmail dot com)","R","askEd! / Inferret search (Japan) robot using Nutch","131.112.125.1xx","http://asked.jp/",""
"ASPSeek/1.2.5","R","ASPSeek search engine software -Yahoo-Inc. / Telecom Canada robot ","","http://www.aspseek.org",""
"ASPseek/1.2.9d","R","Swsoft.net robot using Aspseek","","http://www.aspseek.com",""
"ASPSeek/1.2.x","R","ASPSeek search engine software","","http://www.aspseek.org",""
"ASPSeek/1.2.xa","R","ASPSeek search engine software","","http://www.aspseek.org",""
"ASPseek/1.2.xx","R","ASPSeek search engine software","","http://www.aspseek.org",""
"ASPSeek/1.2.xxpre","R","ASPSeek search engine software","","http://www.aspseek.org",""
"ASSORT/0.10","R","Associative Sort robot","site is down","http://pcmath126.unice.fr/assort-robot.html",""
"asterias/2.0","R","Singingfish media spider (64.12.186.2xx) via AOL search","s. also Mozilla/4.0 (compatible; MSIE 6.0 compatible; Asterias Crawler ...","http://search.singingfish.com/sfw/home.jsp",""
"AtlocalBot/1.1 +(http://www.atlocal.com/local-web-site-owner.html)","R","Atlocal local business search robot","","http://www.atlocal.com/",""
"Atomic_Email_Hunter/4.0","S","Atomic Email Hunter email extracing and harvesting","","",""
"Atomz/1.0","R","Atomz robot","","http://www.atomz.com",""
"atSpider/1.0","S","atSpider (ceased) email harvester / spambot","","",""
"Attentio/Nutch-0.9-dev (Attentio's beta blog crawler; www.attentio.com; info@attentio.com)","R","Attentio social media monitoring and analysing ","85.88.35.xx","http://www.attentio.com/",""
"AU-MIC/2.0 MMP/2.0","B","Samsung SPH-A660 phone with Sprint software","","http://www1.sprintpcs.com/explore/showcase/Showcase.jsp?scTopic=pcsVision",""
"AUDIOVOX-SMT5600","B","Audiovox SMT5600 (AT&T) Smartphone mobile phone browser","","http://www.audiovox.com/","http://www.audiovox.com/manuals/owners/SMT%205600%20QSG%209-7%20FINAL.pdf"
"augurfind","R","Augurnet Swiss (was www.augurnet.ch) search robot","","",""
"augurnfind V-1.x","R","Augurnet Swiss (was www.augurnet.ch) search robot","","",""
"autoemailspider","S","Auto Email Pro Email harvester","was http://autoemailspider.com - site is dead","",""
"autohttp","C","Linkscan tool from Elsop","s. Linkscan/x ?","http://www.elsop.com/linkscan/",""
"autowebdir 1.1 (www.autowebdir.com)","R","Autowebdir - The Automatically Generated Web Directory","84.104.43.x","http://www.autowebdir.com/",""
"AV Fetch 1.0","R","Altavista robot ??","","http://www.altavista.com/",""
"Avant Browser (http://www.avantbrowser.com)","B","Avant Browser - IE based browser","","http://www.avantbrowser.com",""
"AVSearch-1.0(peter.turney@nrc.ca)","R","National Research Council Canada robot","","http://www.nrc-cnrc.gc.ca/main_e.html",""
"AVSearch-2.0-fusionIdx-14-CompetitorWebSites","U","Unknown robot from 205.203.108.xx (telerate.com)","","",""
"AVSearch-3.0(AltaVista/AVC)","R","Altavista robot","","http://www.altavista.com/",""
"AWeb","B","AWeb Amiga browser","","http://aweb.sunsite.dk/",""
"axadine/ (Axadine Crawler; http://www.axada.de/; )","R","Axada search Germany robot","","http://www.axada.de",""
"AxmoRobot - Crawling your site for better indexing on www.axmo.com search engine.","R","Axmo search robot","","http://www.axmo.com",""
"Azureus 2.x.x.x","D","Azureus Java BitTorrent Client","","http://azureus.sourceforge.net/",""
"BabalooSpider/1.3 (BabalooSpider; http://www.babaloo.si; spider@babaloo.si)","R","Babaloo search robot (Slovenia)","84.255.237.2xx","http://www.babaloo.si/",""
"BaboomBot/1.x.x (+http://www.baboom.us)","R","BaBoom Web Portal (ODP) robot (66.98.254.xx)","","http://www.baboom.us",""
"BackStreet Browser 3.x","D","BackStreet Browser - Offline browser / website downloader","","http://www.spadixbd.com/backstreet/",""
"BaiduImagespider+(+http://www.baidu.jp/search/s308.html)","R","Baidu search (Japan) image crawler","119.63.193.94.[x]xx","http://www.baidu.jp/",""
"BaiDuSpider","R","Baidu spidering engine - used by diff. IPs","","http://www.baidu.com",""
"Baiduspider+(+http://help.baidu.jp/system/05.html)","R","Baidu spidering engine - used by diff. IPs","","http://www.baidu.com",""
"Baiduspider+(+http://www.baidu.com/search/spider.htm)","R","Baidu spidering engine - used by diff. IPs","","http://www.baidu.com",""
"Baiduspider+(+http://www.baidu.com/search/spider_jp.html)","R","Baidu search (Japan) crawler","119.63.193.[x]xx","http://www.baidu.jp",""
"Balihoo/Nutch-1.0-dev (Crawler for Balihoo.com search engine - obeys robots.txt and robots meta tags ; http://balihoo.com/index.aspx; robot at balihoo dot com)","R","Balihoo - Vertical search engine crawler (beta)","","http://www.balihoo.com/","http://www.balihoo.com/pdfs/BalihooFactSheet.pdf"
"BanBots/1.2 (spider@banbots.com)","C","Project BanBots Perl script robot","s. also Mozilla/5.0 (compatible; BanBots/2.0b..","http://www.banbots.com/",""
"Barca/2.0.xxxx","B","Barca Pro email & PIM software","","http://www.pocosystems.com/home/index.php?option=com_content&task=view&id=105&Itemid=54",""
"BarcaPro/1.4.xxxx","B","Barca Pro email & PIM software","","http://www.pocosystems.com/home/index.php?option=com_content&task=view&id=105&Itemid=54",""
"BarraHomeCrawler (albertof@barrahome.org)","R","Barrahome crawler","64.246.56.xx","http://www.barrahome.org",""
"bCentral Billing Post-Process","U","Unknown user agent from Microsoft","204.71.191.1xx","",""
"bdcindexer_2.6.2 (research@bdc)","R","Business.com robot","208.144.233.xxx","http://www.business.com",""
"BDFetch","R","Brandimensions Brand Protection robot","","http://www.brandimensions.com/",""
"BDNcentral Crawler v2.3 [en] (http://www.bdncentral.com/robot.html) (X11; I; Linux 2.0.44 i686)","R","Bdncentral Sitesearch robot","","http://www.bdncentral.com",""
"BeamMachine/0.5 (dead link remover of www.beammachine.net)","RC","beammachine web directory (Germany) link checking","","http://www.beammachine.net/de/",""
"beautybot/1.0 (+http://www.uchoose.de/crawler/beautybot/)","R","Beauty robot for Cosmoty - German beauty and wellness search","","http://www.cosmoty.de","http://www.uchoose.de/Projekte/Lifestyle/beauty/"
"BebopBot/2.5.1 ( crawler http://www.apassion4jazz.net/bebopbot.html )","R","A Passion for Jazz music related search robot","68.6.204.2xx","http://www.apassion4jazz.net/",""
"BeebwareDirectory/v0.01","C","LinkcheckerBeepware (site is down) web directory link checking","","http://directory.beebware.co.uk",""
"Big Brother (http://pauillac.inria.fr/~fpottier/)","C","Big Brother link checking tool","","http://pauillac.inria.fr",""
"Big Fish v1.0","C","GoonGee.com link popularity checking","216.89.111.x","http://www.goongee.com/big-fish/",""
"BigBrother/1.6e","C","BB4 network monitoring","","http://www.bb4.com",""
"BigCliqueBOT/1.03-dev (bigclicbot; http://www.bigclique.com; bot@bigclique.com)","R","BigClique Search robot","","http://www.bigclique.com",""
"BIGLOTRON (Beta 2;GNU/Linux)","R","Biglotron search (France) robot","","http://www.biglotron.com/",""
"Bigsearch.ca/Nutch-x.x-dev (Bigsearch.ca Internet Spider; http://www.bigsearch.ca/; info@enhancededge.com)","R","Bigsearch.ca search robot","72.0.207.1xx","http://www.bigsearch.ca/",""
"Bilbo/2.3b-UNIX","C","Bilbo - web frontend for the Nessus Security Scanner","","http://home.broadpark.no/%7Etnilsen-1/Linux/Bilbo_-_Nessus_WEB/bilbo_-_nessus_web.html",""
"BilgiBetaBot/0.8-dev (bilgi.com (Beta) ; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org)","R","Bilgi.com (Beta) search robot - Turkey","212.156.230.2xx","http://www.bilgi.com/",""
"BilgiBot/1.0(beta) (http://www.bilgi.com/; bilgi at bilgi dot com)","R","Bilgi.com (Beta) search robot - Turkey","212.156.230.2xx","http://www.bilgi.com/",""
"billbot wjj@cs.cmu.edu","C","Carnegie Mellon School robot/link checking ?","","http://www.cs.cmu.edu",""
"Bitacle bot/1.1","R","Bitacle Blog Search Archive robot","","http://bitacle.org/",""
"Bitacle Robot (V:1.0;) (http://www.bitacle.com)","R","Bitacle Blog Search Archive robot","","http://bitacle.org/",""
"Biyubi/x.x (Sistema Fenix; G11; Familia Toledo; es-mx)","B","Biyubi Navigator - Mexican browser for Fenix OS","","http://www.biyubi.com",""
"BlackBerry7520/4.0.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/5.0.3.3 UP.Link/5.1.2.12 (Google WAP Proxy/1.0)","BP","Blackberry Wireless Internet browser via Google WAP Proxy","","http://www.blackberry.com/products/service/web.shtml","http://www.openwave.com"
"BlackWidow","R","FS Consulting (was www.fsconsult.net) Black Widow web crawler","","",""
"BlackWidow","D","BlackWidow web site scanner / downloading tool","","http://www.softbytelabs.com/BlackWidow",""
"Blaiz-Bee/1.0 (+http://www.blaiz.net)","R","Blaiz Enterprises RawGrunt search","203.87.123.1xx","http://www.rawgrunt.com/","http://www.blaiz.net"
"Blaiz-Bee/2.00.8222 (BE Internet Search Engine http://www.rawgrunt.com)","R","Blaiz Enterprises RawGrunt search","203.87.123.1xx","http://www.rawgrunt.com/","http://www.blaiz.net"
"Blaiz-Bee/2.00.xxxx (+http://www.blaiz.net)","R","Blaiz Enterprises RawGrunt search","203.87.123.1xx","http://www.rawgrunt.com/","http://www.blaiz.net"
"BlitzBOT@tricus.net","R","Blitzsuche Germany robot","","http://blitzsuche.rp-online.de/",""
"BlitzBOT@tricus.net (Mozilla compatible)","R","Blitzsuche Germany robot","","http://blitzsuche.rp-online.de/",""
"BlockNote.Net","B","BlockNote web page editor","","http://blocknote.net/",""
"BlogBot/1.x","R","blogdex robot from MIT.edu","","http://blogdex.media.mit.edu/",""
"BlogBridge 2.13 (http://www.blogbridge.com/)","B","BlogBridge RSS reader","","http://www.blogbridge.com/",""
"Bloglines Title Fetch/1.0 (http://www.bloglines.com)","R","Bloglines article search","65.214.44.xx","http://www.bloglines.com",""
"Bloglines-Images/0.1 (http://www.bloglines.com)","R","Bloglines graphics crawler","65.214.44.xx","http://www.bloglines.com",""
"Bloglines/3.1 (http://www.bloglines.com)","R","Bloglines news crawler","65.214.44.xx","http://www.bloglines.com",""
"BlogMap (http://www.feedmap.net)","C","FeedMap / BlogMap geo coding service","","http://www.feedmap.net/BlogMap/",""
"Blogpulse (info@blogpulse.com)","R","Intelliseek's BlogPulse blog search","64.158.138.xx","http://www.blogpulse.com",""
"BlogPulseLive (support@blogpulse.com)","R","Intelliseek's BlogPulse blog search","64.158.138.xx","http://www.blogpulse.com",""
"BlogSearch/1.x +http://www.icerocket.com/","R","IceRocket Web search robot","s. also BlogzIce ...","http://www.icerocket.com",""
"blogsearchbot-pumpkin-3","R","Art of Computing blog search project","88.198.44.2xx","http://artofcomputing.net/blog/?p=4",""
"BlogsNowBot, V 2.01 (+http://www.blogsnow.com/)","R","BlogsNow realtime link tracker robot","","http://www.blogsnow.com/",""
"BlogVibeBot-v1.1 (spider@blogvibe.nl)","R","BlogVipe news and Blog crawler (Netherlands)","212.61.21.xx","http://www.blogvibe.nl",""
"blogWatcher_Spider/0.1 (http://www.lr.pi.titech.ac.jp/blogWatcher/)","R","blogWatcher robot from Okumura Group Tokyo (131.112.182.xxx)","","http://www.lr.pi.titech.ac.jp",""
"BlogzIce/1.0 (+http://icerocket.com; rhodes@icerocket.com)","R","IceRocket Web search robot","s. also BlogSearch ...","http://www.icerocket.com",""
"BlogzIce/1.0 +http://www.icerocket.com/","R","IceRocket Web search robot","s. also BlogSearch ...","http://www.icerocket.com",""
"BloobyBot","R","Blooby search (beta) robot","206.166.206.18x","http://www.blooby.com/",""
"Bloodhound/Nutch-0.9 (Testing Crawler for Research - obeys robots.txt and robots meta tags ; http://balihoo.com/index.aspx; robot at balihoo dot com)","R","Balihoo - Search Engine for Advertising Media","204.228.230.xx","http://balihoo.com/",""
"bluefish 0.6 HTML editor","B","Bluefish HTML-editor for Linux","","http://bluefish.openoffice.nl/",""
"BMCLIENT","U","Part of ButtMan remote access tool","seems to be a Trojan - see link","http://www.glocksoft.com/trojan_list/ButtMan.htm",""
"BMLAUNCHER","C","Bookmark Express bookmark manager","Website is dead - was:","http://www.bookmarkexpress.com/",""
"Bobby/4.0.x RPT-HTTPClient/0.3-3E","C","Bobby web accessibility desktop testing tool","","http://bobby.watchfire.com/bobby/html/en/index.jsp",""
"boitho.com-dc/0.xx (http://www.boitho.com/dcbot.html)","R","Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx","","http://www.boitho.com",""
"boitho.com-robot/1.x","R","Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx","","http://www.boitho.com",""
"boitho.com-robot/1.x (http://www.boitho.com/bot.html)","R","Boitho search (Norway) robot via 80.202.212.xx / 80.80.111.xx","","http://www.boitho.com",""
"Bookdog/x.x","C","Bookdog - Mac bookmark manager","","http://www.sheepsystems.com/bookdog/",""
"Bookmark Buddy bookmark checker (http://www.bookmarkbuddy.net/)","C","Bookmark Buddy - favorite bookmark manager ","","http://www.bookmarkbuddy.net",""
"Bookmark Renewal Check Agent [http://www.bookmark.ne.jp/]","C","Favourites managing program","","http://www.bookmark.ne.jp",""
"Bookmark Renewal Check Agent [http://www.bookmark.ne.jp/] (Version 2.0beta)","C","Favourites managing program","","http://www.bookmark.ne.jp",""
"BookmarkBase(2/;http://bookmarkbase.com)","C","Bookmark Base bookmark manager","","http://www.bookmarkbase.com/",""
"Bot mailto:craftbot@yahoo.com","U","cybercity.fr user robot / faked user agent ?","","",""
"BPImageWalker/2.0 (www.bdbrandprotect.com)","R","BD-Brandprotect copyright infringement crawler","72.14.164.1xx","http://www.bdbrandprotect.com/","http://www.bdbrandprotect.com/solutions_5.html"
"BravoBrian bstop.bravobrian.it","PR","BravoBrian bSTOP parental control"," s. also BStop","http://bstop.bravobrian.it/",""
